Pickup Location,Drop Location,Ride Distance,Booking Value,Avg Customer Arrival Time,Driver Ratings,Avg Vehicle Arrival Time,Customer Rating,Hour,Cancelled by Customer,Cancelled by Driver,Completed,Incomplete,No Driver Found,Auto,Bike,Go Mini,Go Sedan,Premier Sedan,Uber XL,eBike,Cash,Credit Card,Debit Card,UPI,Uber Wallet,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
784,758,5.86,74.62,4.3,4.4,3.16,4.56,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,760,12.52,144.57,4.33,4.42,7.75,4.39,11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
750,835,18.04,362.705,5.27,4.27,3.63,4.31,9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2707,765,12.82,204.68,8.19,3.46,6.01,3.04,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4744,796,1.18,50.55,3.54,4.33,2.1,4.76,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3534,5670,2.98,52.28,3.15,3.94,2.89,3.81,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
801,819,18.36,241.16,5.81,4.24,1.3,4.64,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5202,3484,15.19,146.02,4.48,3.92,1.28,4.05,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5202,773,1.25,41.64,6.56,3.05,2.66,2.15,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3600,2583,1.92,48.95,4.09,4.48,1.35,4.59,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5175,791,6.76,166.57,4.41,4.65,3.67,5.0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3546,3484,6.17,116.21,2.79,4.35,2.1,4.36,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,761,3.23,49.27,4.3,4.03,2.08,4.23,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
795,2773,1.48,52.39,3.16,4.04,2.85,4.14,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5202,818,0.68,362.705,3.29,4.71,1.28,5.0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3600,802,2.13,42.57,2.43,3.94,2.56,3.88,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
712,5670,11.53,92.8,2.58,4.08,2.43,4.26,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5202,802,3.05,59.34,2.86,3.84,1.3,3.8,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5592,3479,9.57,222.4,3.68,4.44,1.82,4.73,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,752,4.83,89.94,3.52,3.86,1.55,3.84,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,4464,11.14,115.39,4.19,3.66,2.16,3.62,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4744,2740,1.98,56.72,4.29,3.56,5.92,2.88,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
771,799,1.42,38.86,3.11,4.25,2.18,4.47,21,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
749,763,22.9,258.23,4.03,4.3,2.76,4.33,11,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
767,779,3.53,63.21,3.7,4.12,2.03,4.5,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3534,742,26.93,47.32,3.37,4.38,2.63,4.18,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
753,3479,13.05,205.81,8.67,3.15,7.75,2.09,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3546,763,1.23,50.19,7.7,3.47,6.37,2.62,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5774,4901,9.11,89.94,4.82,4.04,2.29,3.95,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3534,752,18.47,181.12,4.57,3.78,1.28,4.03,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770,4966,7.23,89.94,2.98,4.04,3.21,4.16,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
784,743,15.94,244.55,4.01,4.05,1.89,4.09,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4733,774,16.96,222.09,5.85,3.64,7.75,2.64,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5175,3490,9.71,140.03,3.09,4.32,3.24,4.41,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
732,4966,26.19,288.79,3.95,4.04,2.31,3.92,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5202,5174,12.73,267.09,5.9,3.99,4.27,3.82,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3546,732,26.93,362.705,3.42,4.5,3.19,4.92,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,5481,5.45,136.52,3.94,4.51,2.37,4.8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,759,14.68,131.87,3.94,4.05,1.28,4.0,20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755,5174,2.36,70.48,7.02,3.7,7.75,2.91,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,802,7.83,122.83,3.66,4.03,3.04,4.01,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3716,766,15.67,216.03,3.83,3.79,1.71,4.06,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3600,4464,5.01,122.62,3.59,4.36,2.31,4.81,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5774,3479,0.43,32.61,2.67,4.32,3.16,4.05,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
761,743,2.58,65.22,2.43,4.45,3.26,4.49,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
727,2740,17.04,362.705,5.02,4.37,2.76,4.56,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2707,782,21.52,206.13,4.1,4.14,2.33,4.6,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,2773,1.53,61.05,3.96,4.39,1.28,4.87,9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
761,3584,26.93,362.705,9.46,3.07,5.18,2.49,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3716,790,1.97,86.66,3.27,4.47,7.75,4.96,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
770,779,6.93,63.07,3.49,4.28,2.28,4.08,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2730,752,26.93,362.705,9.46,2.98,5.24,2.69,18,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
777,758,4.79,69.4,4.35,4.31,1.89,4.56,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
810,3584,9.08,116.89,4.32,3.86,2.14,4.09,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5592,798,3.96,55.25,2.85,4.08,1.4,4.01,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4733,710,2.11,89.94,3.89,4.44,1.28,4.76,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5202,752,5.11,89.94,3.0,4.29,2.7,4.37,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
797,759,9.84,125.89,8.35,3.37,6.43,2.51,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,4901,2.08,46.3,7.91,3.23,1.28,3.26,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4744,796,2.52,66.39,2.64,4.31,2.19,4.35,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5202,763,1.62,53.04,9.46,3.29,4.81,2.7,14,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
768,816,21.05,319.86,4.61,4.33,1.76,4.55,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
732,2740,4.04,81.21,4.51,4.32,2.71,4.34,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5202,782,5.63,102.12,3.07,4.12,2.7,3.99,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,5670,0.43,32.61,3.93,3.73,1.28,4.16,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,761,2.89,90.88,4.14,4.47,2.17,4.64,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
810,743,0.43,38.78,3.06,4.49,2.26,4.54,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5774,710,1.54,62.08,2.66,4.4,2.49,4.6,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5117,4027,7.9,104.89,6.6,3.4,6.19,2.61,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,5174,6.07,85.78,5.31,4.38,2.11,4.76,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
749,742,7.92,130.07,7.74,3.08,7.36,2.15,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,5174,4.79,89.94,2.84,4.09,2.46,4.24,14,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
780,782,26.93,362.705,4.8,4.34,3.1,4.43,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
768,5670,3.37,65.77,3.65,4.05,1.88,4.15,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4744,5670,5.0,63.75,3.48,4.0,1.49,4.0,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
810,775,2.5,50.98,3.51,3.71,1.83,3.84,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3716,806,4.08,63.25,4.5,4.2,3.28,3.88,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
698,4027,20.86,285.12,4.44,4.32,2.02,4.55,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
773,767,6.75,98.37,9.46,3.19,6.28,2.61,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4733,782,9.13,209.26,4.39,4.32,3.71,4.44,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4130,5481,1.87,54.4,4.24,4.31,2.17,4.53,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4733,758,0.43,33.21,5.73,2.99,1.75,2.84,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3534,4966,3.31,101.17,4.07,4.33,2.68,4.65,17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
745,743,5.83,177.53,2.49,4.61,1.4,4.92,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
799,743,1.18,45.4,3.1,3.91,2.18,3.97,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3546,773,13.73,163.08,9.19,3.0,6.36,2.06,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5175,767,0.43,32.61,2.6,3.94,3.54,3.41,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5175,760,9.15,192.66,4.14,4.27,1.81,4.59,17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
771,2740,3.24,40.92,4.26,4.35,2.81,4.29,23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
746,797,8.83,128.15,7.18,3.4,4.09,2.97,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2707,752,4.0,43.3,4.22,4.02,1.28,4.2,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
772,798,15.43,198.33,3.96,4.16,2.0,4.38,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
817,812,8.63,203.61,8.97,3.42,5.96,2.57,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,5670,3.84,62.48,8.64,3.04,4.91,2.51,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4744,4027,8.77,151.85,3.37,4.03,3.84,3.98,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5175,782,21.21,233.42,4.31,4.48,2.7,4.63,21,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
829,808,1.23,32.61,3.65,4.05,1.62,3.82,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4744,773,26.93,104.65,4.8,4.47,1.58,4.62,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4733,809,4.64,75.65,2.43,4.21,1.88,4.41,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
745,769,1.15,62.16,6.21,3.99,7.75,3.1,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4733,767,1.87,63.94,4.46,4.18,2.74,4.46,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,799,26.93,362.705,2.95,3.87,3.18,3.67,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
770,802,0.43,33.14,3.41,4.26,2.88,4.16,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703,3479,7.31,135.46,4.28,4.23,2.27,4.32,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2730,754,1.74,43.73,2.43,4.04,1.98,4.45,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4130,4901,0.83,38.26,3.17,4.1,2.39,4.04,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812,710,7.97,142.78,5.42,4.27,2.66,4.21,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
829,3484,0.43,40.77,7.31,3.53,7.75,2.59,17,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5592,3484,0.43,34.05,3.45,4.09,1.88,4.31,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4744,803,5.22,95.94,3.37,4.32,1.55,4.46,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
793,4901,16.81,362.705,7.05,3.81,4.49,3.42,18,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4744,767,20.74,226.97,3.05,4.28,2.66,4.19,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
750,2773,0.43,32.61,5.03,3.94,3.07,4.09,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
758,806,4.65,99.28,3.89,3.88,1.28,4.01,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4744,4901,9.56,143.43,5.11,3.71,2.33,3.71,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4130,780,0.43,34.81,6.73,3.29,5.18,2.66,20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4733,810,0.85,34.99,2.43,4.08,3.32,3.8,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
764,3490,12.69,132.12,6.4,3.38,5.11,2.85,18,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
813,5174,26.93,141.47,2.8,4.42,1.33,4.89,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
774,5481,16.48,193.81,4.24,4.25,3.55,4.15,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5202,793,13.27,232.39,2.43,4.1,1.63,4.6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
756,807,0.55,32.61,3.94,3.51,7.4,2.54,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,754,10.88,107.67,5.46,3.24,7.35,2.06,20,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
800,4027,17.76,202.24,3.13,3.72,2.15,3.66,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2730,807,26.93,362.705,5.39,3.8,1.81,3.89,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4130,2773,3.52,95.17,3.98,3.57,3.19,3.4,20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3716,781,1.19,36.3,7.48,3.26,4.97,2.5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4733,4027,4.6,362.705,3.72,4.01,1.28,4.28,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3534,809,18.38,277.19,2.5,4.49,2.6,4.51,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3600,3490,3.62,62.34,6.0,4.04,4.5,2.52,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
753,752,1.0,42.12,3.39,4.21,2.36,4.2,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4744,782,20.14,323.05,8.19,3.33,6.88,2.44,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
703,769,0.91,40.02,4.61,3.64,2.49,3.57,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
777,763,16.08,133.82,3.84,3.85,1.87,3.92,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4744,803,26.93,362.705,6.62,2.81,2.66,2.36,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5774,4027,2.88,60.53,3.3,4.04,2.06,4.64,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5592,833,1.33,49.05,3.23,4.86,1.87,5.0,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,5670,1.93,60.78,3.33,4.55,1.54,4.7,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,784,1.77,76.44,3.41,4.37,1.28,4.85,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742,4870,0.43,32.61,3.66,3.22,7.75,2.03,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,781,0.45,32.61,2.43,4.25,1.28,4.36,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,743,3.03,65.9,5.86,3.09,4.6,2.69,18,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3534,841,1.86,44.2,9.46,3.06,5.29,2.29,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,773,13.95,362.705,5.02,4.1,3.7,4.03,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,773,26.93,362.705,5.62,4.06,2.15,4.06,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5202,3584,1.8,64.76,3.09,4.68,3.52,4.97,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
758,768,6.97,98.36,4.21,4.19,1.28,4.21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5774,816,0.71,32.61,7.78,3.22,4.27,2.81,16,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3716,767,19.13,232.55,4.28,3.79,2.67,3.54,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4744,5481,4.27,89.94,4.29,4.02,2.49,3.87,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,4901,13.73,199.49,3.58,4.17,2.56,3.95,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2707,796,9.15,150.99,4.54,4.42,3.79,4.29,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
772,4901,0.64,39.61,5.29,3.53,4.59,3.45,21,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4733,5174,1.61,32.61,3.87,4.25,1.28,4.25,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
